"";"IDU";"PMID";"study.name";"author_name";"type_Obsv_0_trial_1";"mono0_multi1";"published";"number_follow_up";"d_adm_dis";"rehosp_30_all.cause_all";"death_30_all";"rehosp_365";"death_365";"number_ttt";"all_gender_male";"TIME";"EF_all";"HF_all_n";"all_HT_n";"all_DM_n";"all_CAD.IHD_n";"all_COPD_n";"all_Afib_n";"all_ACE_ARB_adm_n";"all_ACE_ARB_adm_rate";"A_all_diuretic_n";"A_all_diuretic_rate";"A_all_digoxin_n";"A_all_digoxin_rate";"A_all_B_n";"A_all_B_rate";"SBP_all";"AGE_all";"HR_all";"all_gender_male_rate";"country1";"country2";"country3";"country4";"country5";"country6";"country7";"country8";"country9";"country10";"country11";"country12";"country13";"country14";"country15";"country16";"country17";"country18";"country19";"country20";"country21";"country22";"country23";"country24";"country25";"country26";"country27";"country28";"country29";"country30";"country31";"continent";"multicontinent"
"288";"23801998_Roy";23801998;"A Comparison of Traditional and Novel Definitions (RIFLE. AKIN. and KDIGO) of Acute Kidney Injury for the Prediction of Outcomes in Acute Decompensated Heart Failure";"Roy";0;0;2013;637;"0";NA;23;NA;52;635;453;2006;25;NA;NA;150,5;NA;NA;294;NA;NA;NA;NA;NA;NA;NA;NA;NA;64,6;NA;0,713385826771654;"Denmark";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"289";"27791272_Chung";27791272;"Evaluation of the predictors of readmission in Korean patients with heart failure";"Chung";0;1;2017;19128;"1";5286;NA;NA;NA;19128;8918;2013;NA;NA;16890,02;11170,75;10195,22;8722,37;3787,34;8339,81;0,436000104558762;10577,78;0,552999790882476;2773,56;0,145;7421,66;0,387999790882476;NA;70,3;NA;0,466227519866165;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"290";"10860090_Heller";10860090;"Death and readmission in the year after hospital admission with cardiovascular disease: the Hunter Area Heart and Stroke Register";"Heller";0;1;2000;778;"1";NA;NA;272;226;877;NA;1996;NA;NA;210,48;192,94;359,57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Israel";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"291";"10895138_Hung";10895138;"Epidemiology of heart failure in Hong Kong. 1997.";"Hung";0;1;2000;6203;"0";NA;NA;NA;1985;6203;2853;1997;NA;1612,78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,459938739319684;"Japan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"292";"10973841_MacIntyre";10973841;"Evidence of Improving Prognosis in Heart Failure Trends in Case Fatality in 66 547 Patients Hospitalized Between 1986 and 1995";"MacIntyre";0;1;2000;66547;"0";NA;13243;NA;29613;66547;31011;1990;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,466001472643395;"Australia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oceania";NA
"293";"29191505_Wang";29191505;"Predictors of Frequent Readmissions in Patients With Heart Failure";"Wang";0;1;2017;6252;"1";NA;NA;2626;1063;6252;3251;2006;NA;NA;3688,68;1625,52;3688,68;NA;2438,28;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;NA;0,519993602047345;"Poland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"294";"18054808_Kubler";18054808;"Lack of decrease in plasma N-terminal pro-brain natriuretic peptide identifies acute heart failure patients with very poor outcome";"Kubler";0;0;2007;103;"1";NA;NA;NA;29;103;89;2002;28;NA;NA;33,99;NA;9,27;31,93;NA;NA;NA;NA;NA;NA;NA;NA;124;64;94;0,864077669902913;"Israel";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"295";"20808904_Novack";20808904;"Routine Laboratory Results and Thirty Day and One-Year Mortality Risk Following Hospitalization with Acute Decompensated Heart Failure";"Novack";0;1;2010;8246;"0";NA;701;NA;2365;8246;4304;2003;NA;NA;4865,14;3158,22;5013,57;1170,93;2960,31;4939,35;0,598999514916323;6209,24;0,753000242541838;1245,15;0,151000485083677;4658,99;0,565;NA;75,6;NA;0,521950036381276;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"296";"20851294_Kommuri";20851294;"Six-minute Walk Distance Predicts 30-Day Readmission in Hospitalized Heart Failure Patients";"Kommuri";0;0;2010;210;"1";NA;6;NA;NA;210;59,1;2005;NA;NA;158,96;82,97;139,98;54,02;NA;172,96;0,823619047619047;176,01;0,838142857142857;NA;NA;152,92;0,728190476190476;130;66,7428571428571;83,5809523809524;0,281428571428571;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"297";"26938187_Messina";26938187;"Decreasing Congestive Heart Failure Readmission Rates Within 30 Days at the Tampa VA";"Messina";0;1;2016;442;NA;43;NA;NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"298";"26956954_Woodruff";26956954;"Discharge Diuretic Dose and 30-Day Readmission Rate in Acute Decompensated Heart Failure";"Woodruff";0;1;2016;131;"1";41;NA;NA;NA;131;84;2012;NA;NA;NA;60,99;79,03;28,01;56,96;NA;NA;131;1;NA;NA;NA;NA;NA;66,6656488549618;NA;0,641221374045801;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"299";"28277275_Cox";28277275;"Association between health literacy and 30-day healthcare use after hospital discharge in the heart failure population";"Cox";0;0;2016;264;NA;84;NA;NA;NA;264;153;2011;NA;NA;184,8;116,16;89,76;50,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,579545454545455;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"300";"28522164_Kingery";28522164;"Heart Failure. Post-Hospital Mortality and Renal Function in Tanzania: a prospective cohort study";"Kingery";0;0;2017;107;"1";NA;NA;NA;62;145;64;2014;NA;NA;61,04;14,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;125;52;93,3;0,441379310344828;"Italy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"301";"28528982_Casado_(a)";28528982;"Influence of renal dysfunction phenotype onmortality in decompensated heart failure with preserved and mid-range ejection fraction";"Casado_(a)";0;1;2017;508;"1";NA;NA;NA;118;508;187;2008;60;NA;424,44;230,46;NA;133,14;306,54;NA;NA;NA;NA;NA;NA;NA;NA;138,673796791444;80,5433070866142;83,4448818897638;0,368110236220472;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"302";"28528982_Casado_(b)";28528982;"Influence of renal dysfunction phenotype onmortality in decompensated heart failure with preserved and mid-range ejection fraction";"Casado_(b)";0;1;2017;153;"1";NA;NA;NA;42;153;92;2008;45;NA;136,13;88,91;NA;39,21;86,31;NA;NA;NA;NA;NA;NA;NA;NA;138,42735042735;79,4183006535948;82,0849673202614;0,601307189542484;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"303";"12153371_Jong";12153371;"Prognosis and Determinants of Survival in Patients Newly Hospitalized for Heart Failure";"Jong";0;1;2002;38702;"1";NA;4489;NA;12810;38702;18936;1996;NA;NA;NA;NA;5689,19;7392,08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,489277039946256;"Switzerland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"304";"15150151_Luthi";15150151;"Outcomes and the quality of care for patients hospitalized with heart failure";"Luthi";0;1;2004;1055;"1";139;NA;NA;NA;1153;625;1999;36,5;653,75;692,95;266,34;377,03;235,21;NA;439,29;0,380997398091934;NA;NA;NA;NA;NA;NA;NA;75,3;NA;0,542064180398959;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"305";"15262034_Cujec_(a)";15262034;"The province of Alberta. Canada avoids the hospitalization epidemic for congestive heart failure patients";"Cujec_(a)";0;1;2004;2879;"1";NA;NA;NA;526;2879;1450;1994;NA;NA;716,87;NA;1140,08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75,6;NA;0,503647099687391;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"306";"15262034_Cujec_(b)";15262034;"The province of Alberta. Canada avoids the hospitalization epidemic for congestive heart failure patients";"Cujec_(b)";0;1;2004;2688;"1";NA;NA;NA;603;2688;1297;1996;NA;NA;688,13;NA;1021,44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76;NA;0,482514880952381;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"307";"15262034_Cujec_(c)";15262034;"The province of Alberta. Canada avoids the hospitalization epidemic for congestive heart failure patients";"Cujec_(c)";0;1;2004;2787;"1";NA;NA;NA;602;2787;1337;1996;NA;NA;719,05;NA;1059,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75,9;NA;0,47972730534625;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"308";"15262034_Cujec_(d)";15262034;"The province of Alberta. Canada avoids the hospitalization epidemic for congestive heart failure patients";"Cujec_(d)";0;1;2004;2765;"1";NA;NA;NA;582;2765;1357;1998;NA;NA;782,5;NA;1023,05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76,1;NA;0,490777576853526;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"309";"15262034_Cujec_(e)";15262034;"The province of Alberta. Canada avoids the hospitalization epidemic for congestive heart failure patients";"Cujec_(e)";0;1;2004;2469;"1";NA;NA;NA;529;2469;1233;1998;NA;NA;770,33;NA;903,65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76;NA;0,499392466585662;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"310";"15262034_Cujec_(f)";15262034;"The province of Alberta. Canada avoids the hospitalization epidemic for congestive heart failure patients";"Cujec_(f)";0;1;2004;2574;"1";NA;NA;NA;510;2574;1255;2000;NA;NA;828,83;NA;844,27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75,5;NA;0,487567987567988;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"311";"18931450_Kawashiro";18931450;"Clinical Characteristics and Outcome of Hospitalized Patients With Congestive Heart Failure";"Kawashiro";0;1;2008;3169;"1";NA;NA;NA;361;3169;1877;2002;42,1;1061,62;1714,43;995,07;1061,62;NA;1153,52;NA;NA;NA;NA;NA;NA;NA;NA;NA;69,8;NA;0,592300410224045;"Japan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"312";"18954847_Gotsman";18954847;"Clinical Outcome of Patients with Heart Failure and Preserved Left Ventricular Function";"Gotsman";0;0;2008;289;"1";NA;NA;203;80;289;154;2002;NA;NA;162,07;120,92;198,61;78,49;96,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;73,0795847750865;NA;0,532871972318339;"UK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"313";"19064833_Curtis_(a)";19064833;"Early and Long-term Outcomes of Heart Failure in Elderly Persons. 2001-2005";"Curtis_(a)";0;1;2008;498176;"0";NA;58433;NA;185268;498176;203711;2001;NA;NA;318334,46;210230,27;NA;209233,92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,6;NA;0,408913717240493;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"314";"19064833_Curtis_(b)";19064833;"Early and Long-term Outcomes of Heart Failure in Elderly Persons. 2001-2005";"Curtis_(b)";0;1;2008;503054;"0";NA;58424;NA;184062;503054;208221;2002;NA;NA;335033,96;215307,11;NA;216816,27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,6;NA;0,413913814421513;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"315";"19064833_Curtis_(c)";19064833;"Early and Long-term Outcomes of Heart Failure in Elderly Persons. 2001-2005";"Curtis_(c)";0;1;2008;520094;"0";NA;58881;NA;189883;520094;218123;2003;NA;NA;352623,73;223120,33;NA;224680,61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,7;NA;0,419391494614435;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"316";"19064833_Curtis_(d)";19064833;"Early and Long-term Outcomes of Heart Failure in Elderly Persons. 2001-2005";"Curtis_(d)";0;1;2008;519713;"0";NA;57543;NA;188310;519713;220809;2004;NA;NA;356523,12;222956,88;NA;222437,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,9;NA;0,424867186312446;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"317";"19064833_Curtis_(e)";19064833;"Early and Long-term Outcomes of Heart Failure in Elderly Persons. 2001-2005";"Curtis_(e)";0;1;2008;499801;"0";NA;55011;NA;NA;499801;215512;2005;NA;NA;336865,87;210916,02;NA;203918,81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;NA;0,43119561585511;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"318";"19064833_Curtis_(f)";19064833;"Early and Long-term Outcomes of Heart Failure in Elderly Persons. 2001-2005";"Curtis_(f)";0;1;2008;473058;"0";108125;NA;318558;NA;498176;203711;2001;NA;NA;318334,46;210230,27;NA;209233,92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,6;NA;0,408913717240493;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"319";"19064833_Curtis_(g)";19064833;"Early and Long-term Outcomes of Heart Failure in Elderly Persons. 2001-2005";"Curtis_(g)";0;1;2008;478411;"0";109340;NA;321148;NA;503054;208221;2002;NA;NA;335033,96;215307,11;NA;216816,27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,6;NA;0,413913814421513;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"320";"19064833_Curtis_(h)";19064833;"Early and Long-term Outcomes of Heart Failure in Elderly Persons. 2001-2005";"Curtis_(h)";0;1;2008;496553;"0";113579;NA;333593;NA;520094;218123;2003;NA;NA;352623,73;223120,33;NA;224680,61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,7;NA;0,419391494614435;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"321";"19064833_Curtis_(i)";19064833;"Early and Long-term Outcomes of Heart Failure in Elderly Persons. 2001-2005";"Curtis_(i)";0;1;2008;497292;"0";112668;NA;333094;NA;519713;220809;2004;NA;NA;356523,12;222956,88;NA;222437,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,9;NA;0,424867186312446;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"322";"19064833_Curtis_(j)";19064833;"Early and Long-term Outcomes of Heart Failure in Elderly Persons. 2001-2005";"Curtis_(j)";0;1;2008;479401;"0";105354;NA;NA;NA;499801;215512;2005;NA;NA;336865,87;210916,02;NA;203918,81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;NA;0,43119561585511;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"323";"20927502_Luers";20927502;"Serial NT-proBNP measurements for risk stratification of patients with decompensated heart failure";"Luers";0;0;2010;116;"0";NA;38;NA;NA;116;71;2003;41;NA;82,36;39,44;38,28;NA;NA;45,24;0,39;64,96;0,56;NA;NA;47,56;0,41;NA;70;NA;0,612068965517241;"UK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"324";"20935009_Ballard";20935009;"Impact of a standardized heart failure
order set on mortality. readmission. and
quality and costs of care";"Ballard";0;1;2010;2633;"0";338;183;NA;NA;2633;661;2008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69,1;NA;0,251044436004558;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"325";"25967111_Khan";25967111;"Chloride Depletion Alkalosis as a Predictor of Inhospital Mortality in Patients with Decompensated Heart Failure";"Khan";0;0;2014;674;"0";NA;21;NA;NA;674;345;2007;NA;646,15;598,97;261,22;263,12;NA;NA;336,79;0,499688427299703;375,98;0,557833827893175;NA;NA;383,09;0,568382789317508;138;64,8560830860534;91,0860534124629;0,51186943620178;"Denmark";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"326";"26868921_Schmidt_(a)";26868921;"Thirty-year trends in heart failure hospitalization and mortality rates and the prognostic impact of co-morbidity: a Danish nationwide cohort study";"Schmidt_(a)";0;1;2016;49158;NA;NA;NA;NA;22121;49158;25950;1985;NA;NA;3441,06;3932,64;NA;4915,8;2457,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;76;NA;0,527889661906506;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"327";"26868921_Schmidt_(b)";26868921;"Thirty-year trends in heart failure hospitalization and mortality rates and the prognostic impact of co-morbidity: a Danish nationwide cohort study";"Schmidt_(b)";0;1;2016;46796;NA;NA;NA;NA;15443;46796;26322;2010;NA;NA;14038,8;7019,4;NA;7487,36;10763,08;NA;NA;NA;NA;NA;NA;NA;NA;NA;78;NA;0,562483972989144;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"328";"27393709_Shulenberger";27393709;"Efficacy and Safety of Intravenous Chlorothiazide versus Oral Metolazone in Patients with Acute Decompensated Heart Failure and Loop Diuretic Resistance";"Shulenberger";0;0;2016;177;"1";33;NA;NA;NA;177;96;2010;35,9056497175141;NA;NA;NA;NA;NA;NA;66,96;0,378305084745763;145,04;0,819435028248588;48,03;0,27135593220339;100,98;0,570508474576271;NA;58,9423728813559;NA;0,542372881355932;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"329";"28637595_Escobar";28637595;"A one-year mortality clinical prediction rule for patients with heart failure";"Escobar";0;1;2017;2565;"1";NA;NA;NA;611;2565;1291;2011;50,4998830409357;NA;NA;NA;NA;754,11;NA;NA;NA;NA;NA;NA;NA;NA;NA;137,450058479532;77,2499415204678;NA;0,503313840155945;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"330";"28011188_Gomez_Otero";28011188;"Mid-range Ejection Fraction Does Not Permit Risk Stratification Among Patients Hospitalized for Heart Failure";"Gomez_Otero";0;1;2016;1420;"0";NA;87;NA;289;1420;884;2014;NA;812,24;1087,72;667,4;NA;234,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;133,7;71,8;89;0,622535211267606;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"331";"28579091_Marques";28579091;"Characteristics and outcomes of heart failure hospitalization before implementation of a heart failure clinic: The PRECIC study";"Marques";0;0;2017;394;"1";NA;NA;NA;135;429;161;2012;NA;NA;371,94;205,06;NA;120,12;221,79;NA;NA;NA;NA;NA;NA;NA;NA;139,5;79;NA;0,375291375291375;"Denmark";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"332";"28586100_Sommerfeld";28586100;"Obstructive sleep apnea is associated with increased readmission in heart failure patients";"Sommerfeld";0;0;2017;344;"1";78;NA;NA;NA;344;342;2014;40;NA;NA;188,86;246,99;131,06;158,93;NA;NA;NA;NA;NA;NA;NA;NA;NA;72;76,3;0,994186046511628;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"333";"20969758_Vaartjes";20969758;"Age- and gender-specific risk of death after first hospitalization for heart failure";"Vaartjes";0;1;2010;29053;"0";NA;5305;NA;10728;29053;14529;1998;NA;NA;NA;5171,43;5229,54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76;NA;0,500086049633429;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"334";"21508417_Kaul";21508417;"Ethnic differences in 1-year mortality among patients hospitalised with heart failure";"Kaul";0;1;2010;54208;"1";NA;NA;NA;16840;54208;26807;2002;NA;NA;34699,44;16156,02;30755,07;22032,16;18254,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;76,4905032467532;NA;0,494521103896104;"Argentina";"Belgium";"Canada";"Czech.Republic";"France";"Germany";"Hungary";"Israel";"Italy";"Netherlands";"Poland";"Romania";"Russia";"UK";"Ukraine";"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"South_America";"Yes"
"335";"19185638_Auble";19185638;"Differences in initial severity of illness between black and white emergency department patients hospitalized with heart failure";"Auble";0;1;2008;8668;"0";NA;749;NA;NA;8668;3765;2004;NA;6054,49;NA;3334,45;883,92;2968,28;NA;NA;NA;NA;NA;NA;NA;NA;NA;140;75,5157360406091;81,6243654822335;0,434356252884172;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
